time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_inter_hs_titin_force_effect	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_m_pop_5	hs_1_m_pop_6	hs_1_m_pop_7	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.001	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.888889	0.111111	0	0	0	0	0	1	0	0
0.002	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.820988	0.179012	0	0	0	0	0	1	0	0
0.003	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.757716	0.242284	0	0	0	0	0	1	0	0
0.004	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.716049	0.283951	0	0	0	0	0	1	0	0
0.005	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.699074	0.300926	0	0	0	0	0	1	0	0
0.006	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.67284	0.32716	0	0	0	0	0	1	0	0
0.007	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.618827	0.381173	0	0	0	0	0	1	0	0
0.008	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.584877	0.415123	0	0	0	0	0	1	0	0
0.009	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.554012	0.445988	0	0	0	0	0	1	0	0
0.01	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.549383	0.450617	0	0	0	0	0	1	0	0
0.011	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.54321	0.45679	0	0	0	0	0	1	0	0
0.012	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.513889	0.486111	0	0	0	0	0	1	0	0
0.013	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.532407	0.467593	0	0	0	0	0	1	0	0
0.014	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.507716	0.492284	0	0	0	0	0	1	0	0
0.015	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.515432	0.484568	0	0	0	0	0	1	0	0
0.016	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.521605	0.478395	0	0	0	0	0	1	0	0
0.017	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.516975	0.483025	0	0	0	0	0	1	0	0
0.018	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.513889	0.486111	0	0	0	0	0	1	0	0
0.019	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.516975	0.483025	0	0	0	0	0	1	0	0
0.02	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.510802	0.489198	0	0	0	0	0	1	0	0
0.021	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.490741	0.509259	0	0	0	0	0	1	0	0
0.022	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.49537	0.50463	0	0	0	0	0	1	0	0
0.023	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.49537	0.50463	0	0	0	0	0	1	0	0
0.024	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.469136	0.530864	0	0	0	0	0	1	0	0
0.025	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.473765	0.526235	0	0	0	0	0	1	0	0
0.026	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.481481	0.518519	0	0	0	0	0	1	0	0
0.027	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.479938	0.520062	0	0	0	0	0	1	0	0
0.028	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.493827	0.506173	0	0	0	0	0	1	0	0
0.029	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.512346	0.487654	0	0	0	0	0	1	0	0
0.03	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.516975	0.483025	0	0	0	0	0	1	0	0
0.031	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.533951	0.466049	0	0	0	0	0	1	0	0
0.032	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.540123	0.459877	0	0	0	0	0	1	0	0
0.033	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.521605	0.478395	0	0	0	0	0	1	0	0
0.034	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.520062	0.479938	0	0	0	0	0	1	0	0
0.035	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.501543	0.498457	0	0	0	0	0	1	0	0
0.036	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.483025	0.516975	0	0	0	0	0	1	0	0
0.037	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.462963	0.537037	0	0	0	0	0	1	0	0
0.038	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.490741	0.509259	0	0	0	0	0	1	0	0
0.039	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.484568	0.515432	0	0	0	0	0	1	0	0
0.04	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.479938	0.520062	0	0	0	0	0	1	0	0
0.041	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.493827	0.506173	0	0	0	0	0	1	0	0
0.042	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.493827	0.506173	0	0	0	0	0	1	0	0
0.043	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.507716	0.492284	0	0	0	0	0	1	0	0
0.044	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.521605	0.478395	0	0	0	0	0	1	0	0
0.045	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.50463	0.49537	0	0	0	0	0	1	0	0
0.046	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.523148	0.476852	0	0	0	0	0	1	0	0
0.047	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.503086	0.496914	0	0	0	0	0	1	0	0
0.048	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.512346	0.487654	0	0	0	0	0	1	0	0
0.049	1100.000	4422.4	-nan(ind)	-nan(ind)	9	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.50463	0.49537	0	0	0	0	0	1	0	0
0.05	1100.000	3970.67	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1015.88	809.112	3970.67	2.17327e-11	0	0	0	0.270833	0.729167	0.523148	0.465278	0.0115741	0	0	0	0	1	0	0
0.051	1100.000	6246.87	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1015.94	809.148	6246.87	2.17268e-11	0	0	0	0.0555556	0.944444	0.50463	0.448302	0.0447531	0.00154321	0	0	0.000771605	1	0	0
0.052	1100.000	7633.84	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1015.98	809.17	7633.84	2.17231e-11	0	0	0	0.0393519	0.960648	0.473765	0.47608	0.0439815	0.00540123	0	0	0.000771605	1	0	0
0.053	1100.000	7173.98	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1015.97	809.164	7173.98	2.17241e-11	0	0	0	0.0462963	0.953704	0.458333	0.477623	0.0540123	0.00848765	0	0	0.00154321	1	0	0
0.054	1100.000	9583.88	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.01	809.216	9583.88	2.17161e-11	0	0	0	0.0393519	0.960648	0.441358	0.479938	0.0617284	0.0146605	0	0	0.00231481	1	0	0
0.055	1100.000	11686.4	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.09	809.235	11686.4	2.17123e-11	0	0	0	0.0486111	0.951389	0.395062	0.510031	0.0709877	0.0169753	0.00308642	0	0.00385802	1	0	0
0.056	1100.000	13811.7	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.16	809.259	13811.7	2.1708e-11	0	0	0	0.0300926	0.969907	0.337963	0.561728	0.070216	0.0192901	0.00540123	0.000771605	0.00462963	1	0	0
0.057	1100.000	14928.6	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.2	809.268	14928.6	2.17062e-11	0	0	0	0.0300926	0.969907	0.316358	0.570216	0.0779321	0.0208333	0.00771605	0.000771605	0.00617284	1	0	0
0.058	1100.000	15676.4	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.23	809.273	15676.4	2.17051e-11	0	0	0	0.0185185	0.981481	0.305556	0.565586	0.0871914	0.0231481	0.00848765	0.00308642	0.00694444	1	0	0
0.059	1100.000	17827.9	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.31	809.288	17827.9	2.17018e-11	0	0	0	0.0185185	0.981481	0.287037	0.587191	0.0763889	0.0270062	0.00925926	0.00385802	0.00925926	1	0	0
0.06	1100.000	19213	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.35	809.307	19213	2.16985e-11	0	0	0	0.0393519	0.960648	0.259259	0.611111	0.0733025	0.0308642	0.0108025	0.00385802	0.0108025	1	0	0
0.061	1100.000	19237.1	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.35	809.309	19237.1	2.16983e-11	0	0	0	0.025463	0.974537	0.242284	0.614969	0.0825617	0.0308642	0.0131173	0.00617284	0.0100309	1	0	0
0.062	1100.000	19428.1	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.36	809.306	19428.1	2.16985e-11	0	0	0	0.025463	0.974537	0.25463	0.591821	0.0933642	0.029321	0.0131173	0.00694444	0.0108025	1	0	0
0.063	1100.000	21381.3	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.42	809.332	21381.3	2.1694e-11	0	0	0	0.025463	0.974537	0.256173	0.594907	0.0825617	0.033179	0.0146605	0.00694444	0.0115741	1	0	0
0.064	1100.000	24058.1	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.48	809.382	24058.1	2.1686e-11	0	0	0	0.0324074	0.967593	0.239198	0.597994	0.087963	0.0378086	0.0162037	0.00925926	0.0115741	1	0	0
0.065	1100.000	25906.7	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.53	809.414	25906.7	2.16808e-11	0	0	0	0.025463	0.974537	0.222222	0.609568	0.0895062	0.0424383	0.0185185	0.00617284	0.0115741	1	0	0
0.066	1100.000	27620	-nan(ind)	-nan(ind)	4.5	1100	1100	-nan(ind)	1016.59	809.423	27620	2.16786e-11	0	0	0	0.0231481	0.976852	0.203704	0.634259	0.0763889	0.0424383	0.0216049	0.00617284	0.0154321	1	0	0
